Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2017,State,31,Nebraska,All,114907,2611708,4.4,"",-0.89,14056,12.23,"",1.7
2017,State,31,Nebraska,FFS,3099,68297,4.54,"",-1.13,405,13.07,"",2.22
2017,State,31,Nebraska,MC,111808,2543411,4.4,"",2.28,13651,12.21,"",8.88
2017,State,32,Nevada,All,500209,6849042,7.3,"",-0.85,42780,8.55,"",-0.41
2017,State,32,Nevada,FFS,181043,2206235,8.21,"",-0.3,20328,11.23,"",-0.58
2017,State,32,Nevada,MC,319166,4642807,6.87,"",-1.07,22452,7.03,"",-0.16
2017,State,33,"New Hampshire",All,44210,1371600,3.22,"",-1.28,6395,14.47,"",0.34
2017,State,33,"New Hampshire",FFS,5612,149324,3.76,"",-2,402,7.16,"",-2.88
2017,State,33,"New Hampshire",MC,38598,1222276,3.16,"",-1.18,5993,15.53,"",0.72
2017,State,34,"New Jersey",All,695230,19191707,3.62,"",-0.87,64609,9.29,"",0.29
2017,State,34,"New Jersey",FFS,14715,435139,3.38,"",-0.58,3144,21.37,"",-1.43
2017,State,34,"New Jersey",MC,680515,18756568,3.63,"",-0.87,61465,9.03,"",0.34
2017,State,35,"New Mexico",All,333142,6015850,5.54,"",-0.89,14457,4.34,"",0.74
2017,State,35,"New Mexico",FFS,19940,288830,6.9,"",-2.86,784,3.93,"",0.89
2017,State,35,"New Mexico",MC,313202,5727020,5.47,"",-0.87,13673,4.37,"",0.74
2017,State,36,"New York",All,1580414,63794440,2.48,"",-0.38,143493,9.08,"",-0.38
2017,State,36,"New York",FFS,68467,5430944,1.26,"",-0.42,10032,14.65,"",0.64
2017,State,36,"New York",MC,1511947,58363496,2.59,"",-0.41,133461,8.83,"",-0.32
2017,State,37,"North Carolina",All,907210,16357861,5.55,"",-0.69,89054,9.82,"",-0.01
2017,State,37,"North Carolina",FFS,907210,16357861,5.55,"",-0.69,89054,9.82,"",-0.01
2017,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2017,State,38,"North Dakota",All,47049,975487,4.82,"",-1.11,2966,6.3,"",-1.24
2017,State,38,"North Dakota",FFS,22972,576016,3.99,"",-0.8,1283,5.59,"",-1.46
2017,State,38,"North Dakota",MC,24077,399471,6.03,"",-1.46,1683,6.99,"",-0.98
2017,State,39,Ohio,All,1985281,47386286,4.19,"",-1.15,105111,5.29,"",0.15
2017,State,39,Ohio,FFS,143042,4077081,3.51,"",-0.73,12390,8.66,"",-0.02
2017,State,39,Ohio,MC,1842239,43309205,4.25,"",-1.22,92721,5.03,"",0.21
2017,State,40,Oklahoma,All,370972,5777676,6.42,"",-0.76,34785,9.38,"",0.24
2017,State,40,Oklahoma,FFS,370972,5777676,6.42,"",-0.76,34785,9.38,"",0.24
2017,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2017,State,41,Oregon,All,632950,10152945,6.23,"",-1.2,46966,7.42,"",-0.49
2017,State,41,Oregon,FFS,45887,2192476,2.09,"",-0.41,7871,17.15,"",4.92
2017,State,41,Oregon,MC,587063,7960469,7.37,"",-1.58,39095,6.66,"",-0.87
2017,State,42,Pennsylvania,All,1550456,36591559,4.24,"",-1.22,139675,9.01,"",0.43
2017,State,42,Pennsylvania,FFS,25502,1313213,1.94,"",-0.3,4539,17.8,"",2.34
2017,State,42,Pennsylvania,MC,1524954,35278346,4.32,"",-1.28,135136,8.86,"",0.4
2017,State,44,"Rhode Island",All,115176,3437309,3.35,"",-0.86,7964,6.91,"",0.25
2017,State,44,"Rhode Island",FFS,3143,141904,2.21,"",-0.53,355,11.29,"",2
2017,State,44,"Rhode Island",MC,112033,3295405,3.4,"",-0.9,7609,6.79,"",0.23
2017,State,45,"South Carolina",All,327850,6778325,4.84,"",-0.98,21059,6.42,"",0.09
2017,State,45,"South Carolina",FFS,36399,1160852,3.14,"",-0.58,3070,8.43,"",0.09
2017,State,45,"South Carolina",MC,291451,5617473,5.19,"",-1.11,17989,6.17,"",0.11
2017,State,46,"South Dakota",All,44054,921594,4.78,"",-0.61,4294,9.75,"",0.42
2017,State,46,"South Dakota",FFS,44054,921594,4.78,"",-0.61,4294,9.75,"",0.42
2017,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2017,State,47,Tennessee,All,792596,13486012,5.88,"",-1.17,35708,4.51,"",-0.43
2017,State,47,Tennessee,FFS,792448,12932642,6.13,"","",35708,4.51,"",""
2017,State,47,Tennessee,MC,148,553370,0.03,"","",0,0,"",""
2017,State,48,Texas,All,1059775,31763848,3.34,"",-0.4,55686,5.25,"",0.59
2017,State,48,Texas,FFS,36400,1374612,2.65,"",0.86,1846,5.07,"",0.59
2017,State,48,Texas,MC,1023375,30389236,3.37,"",-0.6,53840,5.26,"",0.59
2017,State,49,Utah,All,149966,2535925,5.91,"",-1.29,16778,11.19,"",0.06
2017,State,49,Utah,FFS,30270,1125955,2.69,"",-1.67,2670,8.82,"",-0.28
2017,State,49,Utah,MC,119696,1409970,8.49,"",-1.02,14108,11.79,"",-0.1
2017,State,50,Vermont,All,75070,1516195,4.95,"",-1.38,11401,15.19,"",1.1
2017,State,50,Vermont,FFS,75070,1516195,4.95,"",-1.38,11401,15.19,"",1.1
2017,State,50,Vermont,MC,0,0,"","","",0,"","",""
2017,State,51,Virginia,All,432561,10350736,4.18,"",-1.41,71363,16.5,"",2.63
2017,State,51,Virginia,FFS,61125,1626550,3.76,"",-2.06,21778,35.63,"",-12.31
2017,State,51,Virginia,MC,371436,8724186,4.26,"",-1.29,49585,13.35,"",6.49
2017,State,53,Washington,All,944547,15267268,6.19,"",-1.07,77809,8.24,"",-0.66
2017,State,53,Washington,FFS,92478,945787,9.78,"",0.06,4189,4.53,"",-1.34
2017,State,53,Washington,MC,852069,14321481,5.95,"",-1.06,73620,8.64,"",-0.69
2017,State,54,"West Virginia",All,341010,9433267,3.62,"",-0.94,16617,4.87,"",0.07
2017,State,54,"West Virginia",FFS,169213,4780450,3.54,"",-0.81,8606,5.09,"",-1.93
2017,State,54,"West Virginia",MC,171797,4652817,3.69,"",-0.98,8011,4.66,"",0.98
2017,State,55,Wisconsin,All,721150,11183308,6.45,"",-1.21,133685,18.54,"",2.44
2017,State,55,Wisconsin,FFS,716932,11102389,6.46,"",-1.21,132501,18.48,"",2.43
2017,State,55,Wisconsin,MC,4218,80919,5.21,"",-0.8,1184,28.07,"",1.84
2017,State,56,Wyoming,All,29216,499793,5.85,"",-0.56,2752,9.42,"",0.2
2017,State,56,Wyoming,FFS,29216,499793,5.85,"",-0.56,2752,9.42,"",0.2
2017,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2016,National,"",National,All,36902273,685821751,5.38,"",-0.53,2783521,7.54,"",-0.06
2016,National,"",National,FFS,10991785,207684096,5.29,"",-0.55,1005887,9.15,"",0.46
2016,National,"",National,MC,25910488,478137655,5.42,"",-0.53,1777634,6.86,"",-0.18
2016,State,01,Alabama,All,407587,7587123,5.37,"",-0.26,19535,4.79,"",0.01
2016,State,01,Alabama,FFS,407587,7587123,5.37,"",-0.26,19535,4.79,"",0.01
2016,State,01,Alabama,MC,0,0,"","","",0,"","",""
2016,State,02,Alaska,All,96490,1222153,7.9,"",0.29,11181,11.59,"",-0.73
2016,State,02,Alaska,FFS,96490,1222153,7.9,"",0.29,11181,11.59,"",-0.73
2016,State,02,Alaska,MC,0,0,"","","",0,"","",""
2016,State,04,Arizona,All,1283751,17621826,7.29,"",-0.5,139024,10.83,"",0.44
2016,State,04,Arizona,FFS,17062,121058,14.09,"",-1.27,1345,7.88,"",-0.85
2016,State,04,Arizona,MC,1266689,17500768,7.24,"",-0.48,137679,10.87,"",0.45
2016,State,05,Arkansas,All,333081,4840413,6.88,"",-0.13,17987,5.4,"",0.61
2016,State,05,Arkansas,FFS,333081,4840413,6.88,"",-0.13,17987,5.4,"",0.61
2016,State,05,Arkansas,MC,0,0,"","","",0,"","",""
2016,State,06,California,All,4422964,85934130,5.15,"",-0.44,281593,6.37,"",-0.14
2016,State,06,California,FFS,1138419,24117523,4.72,"",-0.51,84862,7.45,"",-0.38
2016,State,06,California,MC,3284545,61816607,5.31,"",-0.44,196731,5.99,"",0.01
2016,State,08,Colorado,All,808077,8890600,9.09,"",-1.12,71628,8.86,"",0.14
2016,State,08,Colorado,FFS,749633,8293871,9.04,"",-1.17,67044,8.94,"",0.22
2016,State,08,Colorado,MC,58444,596729,9.79,"","",4584,7.84,"",""
2016,State,09,Connecticut,All,488372,9451826,5.17,"",-0.92,46197,9.46,"",-0.4
2016,State,09,Connecticut,FFS,488372,9451826,5.17,"",-0.92,46197,9.46,"",-0.4
2016,State,09,Connecticut,MC,0,0,"","","",0,"","",""
2016,State,10,Delaware,All,153469,2855698,5.37,"",-0.93,24754,16.13,"",0.36
2016,State,10,Delaware,FFS,3913,100808,3.88,"",-1.23,266,6.8,"",-4.21
2016,State,10,Delaware,MC,149556,2754890,5.43,"",-0.93,24488,16.37,"",0.39
2016,State,11,"District of Columbia",All,100823,2306334,4.37,"",-0.45,4996,4.96,"",-0.95
2016,State,11,"District of Columbia",FFS,41513,934941,4.44,"",-0.87,3515,8.47,"",-1.65
2016,State,11,"District of Columbia",MC,59310,1371393,4.32,"",-0.17,1481,2.5,"",-0.01
2016,State,12,Florida,All,1322139,29307650,4.51,"",-0.52,89448,6.77,"",-2.52
2016,State,12,Florida,FFS,59638,2734325,2.18,"",-0.98,3613,6.06,"",-1.95
2016,State,12,Florida,MC,1262501,26573325,4.75,"",-0.54,85835,6.8,"",-2.59
2016,State,13,Georgia,All,921770,15853475,5.81,"",-0.46,47997,5.21,"",0.14
2016,State,13,Georgia,FFS,501804,7614706,6.59,"",-0.51,39537,7.88,"",0.11
2016,State,13,Georgia,MC,419966,8238769,5.1,"",-0.44,8460,2.01,"",-0.06
2016,State,15,Hawaii,All,149762,2432123,6.16,"",-0.59,14750,9.85,"",-1.16
2016,State,15,Hawaii,FFS,"",9893,"","","","","","",""
2016,State,15,Hawaii,MC,"",2422230,"","","","","","",""
2016,State,16,Idaho,All,137352,2244662,6.12,"",-0.73,12975,9.45,"",-0.75
2016,State,16,Idaho,FFS,137352,2244662,6.12,"",-0.73,12975,9.45,"",-0.75
2016,State,16,Idaho,MC,0,0,"","","",0,"","",""
2016,State,17,Illinois,All,1455711,26070277,5.58,"",-0.5,55052,3.78,"",-0.09
2016,State,17,Illinois,FFS,387380,6851599,5.65,"",-0.32,14024,3.62,"",-0.07
2016,State,17,Illinois,MC,1068331,19218678,5.56,"",-0.6,41028,3.84,"",-0.16
2016,State,18,Indiana,All,1047787,16368081,6.4,"",-0.68,66423,6.34,"",-0.67
2016,State,18,Indiana,FFS,117732,4422848,2.66,"",-2.37,6843,5.81,"",-2.12
2016,State,18,Indiana,MC,930055,11945233,7.79,"",-1.42,59580,6.41,"",-0.08
2016,State,19,Iowa,All,292032,6283383,4.65,"",-1.22,21956,7.52,"",0.65
2016,State,19,Iowa,FFS,112098,2076671,5.4,"",-0.52,8583,7.66,"",0.79
2016,State,19,Iowa,MC,179934,4206712,4.28,"",4.26,13373,7.43,"",7.43
2016,State,20,Kansas,All,198812,3284776,6.05,"",-0.29,20818,10.47,"",0.09
2016,State,20,Kansas,FFS,462,18013,2.56,"",-0.31,49,10.61,"",0.87
2016,State,20,Kansas,MC,198350,3266763,6.07,"",-0.29,20769,10.47,"",0.08
2016,State,21,Kentucky,All,724665,16554851,4.38,"",0.31,22094,3.05,"",-0.15
2016,State,21,Kentucky,FFS,20093,770150,2.61,"",-0.01,1860,9.26,"",-2.17
2016,State,21,Kentucky,MC,704572,15784701,4.46,"",0.28,20234,2.87,"",0.08
2016,State,22,Louisiana,All,750510,13100935,5.73,"",0.32,23246,3.1,"",-0.43
2016,State,22,Louisiana,FFS,17953,973059,1.85,"",-1.65,1906,10.62,"",5.57
2016,State,22,Louisiana,MC,732557,12127876,6.04,"",0.02,21340,2.91,"",-0.34
2016,State,23,Maine,All,121654,2374544,5.12,"",-0.69,18995,15.61,"",1
2016,State,23,Maine,FFS,121654,2374544,5.12,"",-0.69,18995,15.61,"",1
2016,State,23,Maine,MC,0,0,"","","",0,"","",""
2016,State,24,Maryland,All,838175,13698112,6.12,"",-0.48,105342,12.57,"",0.92
2016,State,24,Maryland,FFS,54545,4549336,1.2,"",-0.59,8063,14.78,"",1.2
2016,State,24,Maryland,MC,783630,9148776,8.57,"",-0.42,97279,12.41,"",0.95
2016,State,25,Massachusetts,All,640783,15869343,4.04,"",-0.87,60964,9.51,"",0.78
2016,State,25,Massachusetts,FFS,206065,6217861,3.31,"",-0.86,22613,10.97,"",0.74
2016,State,25,Massachusetts,MC,434718,9651482,4.5,"",-0.96,38351,8.82,"",0.92
2016,State,26,Michigan,All,2131199,29311749,7.27,"",-0.76,128903,6.05,"",-0.21
2016,State,26,Michigan,FFS,190332,9031368,2.11,"",-0.39,12554,6.6,"",-0.82
2016,State,26,Michigan,MC,1940867,20280381,9.57,"",-1.29,116349,5.99,"",-0.13
2016,State,27,Minnesota,All,591038,12211579,4.84,"",-0.9,49487,8.37,"",0.23
2016,State,27,Minnesota,FFS,105497,2523319,4.18,"",-0.7,9490,9,"",0.14
2016,State,27,Minnesota,MC,485541,9688260,5.01,"",-0.98,39997,8.24,"",0.27
2016,State,28,Mississippi,All,370224,5862814,6.31,"",-0.58,15027,4.06,"",0.03
2016,State,28,Mississippi,FFS,47897,953647,5.02,"",0.95,3191,6.66,"",1.24
2016,State,28,Mississippi,MC,322327,4909167,6.57,"",-1.52,11836,3.67,"",-0.07
2016,State,29,Missouri,All,645729,11639372,5.55,"",-0.43,58575,9.07,"",-0.06
2016,State,29,Missouri,FFS,645729,11639372,5.55,"",-0.43,58575,9.07,"",-0.06
2016,State,29,Missouri,MC,0,0,"","","",0,"","",""
2016,State,30,Montana,All,150780,1977263,7.63,"",0.12,12062,8,"",-3.24
2016,State,30,Montana,FFS,150780,1977263,7.63,"",0.12,12062,8,"",-3.24
2016,State,30,Montana,MC,0,0,"","","",0,"","",""
2016,State,31,Nebraska,All,119540,2258272,5.29,"",-0.42,12586,10.53,"",0.37
2016,State,31,Nebraska,FFS,114469,2019347,5.67,"",-0.18,12417,10.85,"",0.5
2016,State,31,Nebraska,MC,5071,238925,2.12,"",-0.8,169,3.33,"",0.91
2016,State,32,Nevada,All,562700,6905599,8.15,"",-0.73,50394,8.96,"",-0.01
2016,State,32,Nevada,FFS,215098,2527388,8.51,"",-0.64,25407,11.81,"",-0.1
2016,State,32,Nevada,MC,347602,4378211,7.94,"",-0.76,24987,7.19,"",0.3
2016,State,33,"New Hampshire",All,64968,1443132,4.5,"",-1.65,9181,14.13,"",1.92
2016,State,33,"New Hampshire",FFS,9287,161211,5.76,"",-0.27,932,10.04,"",0.9
2016,State,33,"New Hampshire",MC,55681,1281921,4.34,"",-1.82,8249,14.81,"",2.23
2016,State,34,"New Jersey",All,984999,21949648,4.49,"",-0.39,88613,9,"",0.71
2016,State,34,"New Jersey",FFS,21622,546036,3.96,"",-1.08,4929,22.8,"",2.56
2016,State,34,"New Jersey",MC,963377,21403612,4.5,"",-0.37,83684,8.69,"",0.96
2016,State,35,"New Mexico",All,388990,6045099,6.43,"",-0.49,14007,3.6,"",-0.97
2016,State,35,"New Mexico",FFS,16723,171430,9.76,"",-0.36,509,3.04,"",0.63
2016,State,35,"New Mexico",MC,372267,5873669,6.34,"",-0.48,13498,3.63,"",-1.04
2016,State,36,"New York",All,1901793,66604952,2.86,"",-0.37,179990,9.46,"",0.66
2016,State,36,"New York",FFS,121762,7235099,1.68,"",-0.26,17060,14.01,"",0.99
2016,State,36,"New York",MC,1780031,59369853,3,"",-0.41,162930,9.15,"",0.66
2016,State,37,"North Carolina",All,1028283,16491258,6.24,"",-0.81,101114,9.83,"",0.51
2016,State,37,"North Carolina",FFS,1028283,16491258,6.24,"",-0.81,101114,9.83,"",0.51
2016,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2016,State,38,"North Dakota",All,57576,970401,5.93,"",-1,4340,7.54,"",-0.41
2016,State,38,"North Dakota",FFS,26841,560179,4.79,"",-0.97,1891,7.05,"",-1.07
2016,State,38,"North Dakota",MC,30735,410222,7.49,"",-1.22,2449,7.97,"",0.18
2016,State,39,Ohio,All,2268467,42492082,5.34,"",-0.81,116615,5.14,"",0.04
2016,State,39,Ohio,FFS,189854,4478616,4.24,"",-0.52,16472,8.68,"",-0.09
2016,State,39,Ohio,MC,2078613,38013466,5.47,"",-0.88,100143,4.82,"",0.12
2016,State,40,Oklahoma,All,411583,5731262,7.18,"",-0.45,37628,9.14,"",0.68
2016,State,40,Oklahoma,FFS,411583,5731262,7.18,"",-0.45,37628,9.14,"",0.68
2016,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2016,State,41,Oregon,All,711338,9580372,7.43,"",-1.05,56250,7.91,"",0.15
2016,State,41,Oregon,FFS,56666,2264967,2.5,"",-0.03,6929,12.23,"",4.07
2016,State,41,Oregon,MC,654672,7315405,8.95,"",-1.26,49321,7.53,"",-0.2
2016,State,42,Pennsylvania,All,1777698,32529888,5.46,"",-0.55,152497,8.58,"",-0.08
2016,State,42,Pennsylvania,FFS,29781,1331902,2.24,"",-1.95,4604,15.46,"",5.96
2016,State,42,Pennsylvania,MC,1747917,31197986,5.6,"",-0.5,147893,8.46,"",-0.17
2016,State,44,"Rhode Island",All,136367,3235433,4.21,"",-0.67,9080,6.66,"",0.18
2016,State,44,"Rhode Island",FFS,4693,171228,2.74,"",-0.7,436,9.29,"",-1.94
2016,State,44,"Rhode Island",MC,131674,3064205,4.3,"",-0.7,8644,6.56,"",0.34
2016,State,45,"South Carolina",All,361208,6206881,5.82,"",-0.72,22859,6.33,"",-0.02
2016,State,45,"South Carolina",FFS,42772,1150090,3.72,"",-0.54,3568,8.34,"",0.34
2016,State,45,"South Carolina",MC,318436,5056791,6.3,"",-0.73,19291,6.06,"",-0.07
2016,State,46,"South Dakota",All,52261,970045,5.39,"",-0.67,4875,9.33,"",-0.02
2016,State,46,"South Dakota",FFS,52261,970045,5.39,"",-0.67,4875,9.33,"",-0.02
2016,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2016,State,47,Tennessee,All,988430,14030213,7.05,"",-0.74,48782,4.94,"",-1.89
2016,State,47,Tennessee,FFS,"",13517350,"","","","","","",""
2016,State,47,Tennessee,MC,"",512863,"","","","","","",""
2016,State,48,Texas,All,1198191,32030908,3.74,"",-0.1,55792,4.66,"",-0.25
2016,State,48,Texas,FFS,61700,3439385,1.79,"",0.07,2767,4.48,"",0.1
2016,State,48,Texas,MC,1136491,28591523,3.97,"",-0.18,53025,4.67,"",-0.27
2016,State,49,Utah,All,194553,2702574,7.2,"",-0.53,21661,11.13,"",0.18
2016,State,49,Utah,FFS,52946,1213481,4.36,"",-0.7,4818,9.1,"",-1.44
2016,State,49,Utah,MC,141607,1489093,9.51,"",-0.53,16843,11.89,"",0.76
2016,State,50,Vermont,All,100025,1579436,6.33,"",-0.7,14090,14.09,"",0.13
2016,State,50,Vermont,FFS,100025,1579436,6.33,"",-0.7,14090,14.09,"",0.13
2016,State,50,Vermont,MC,0,0,"","","",0,"","",""
2016,State,51,Virginia,All,585718,10476636,5.59,"",-0.13,81224,13.87,"",6.61
2016,State,51,Virginia,FFS,99891,1715479,5.82,"",2.39,47890,47.94,"",40.49
2016,State,51,Virginia,MC,485827,8761157,5.55,"",-0.61,33334,6.86,"",-0.38
2016,State,53,Washington,All,1063755,14647844,7.26,"",-0.85,94677,8.9,"",-0.44
2016,State,53,Washington,FFS,133218,1371247,9.72,"",-0.46,7824,5.87,"",-1.29
2016,State,53,Washington,MC,930537,13276597,7.01,"",-0.81,86853,9.33,"",-0.4
2016,State,54,"West Virginia",All,444655,9755986,4.56,"",-1.04,21360,4.8,"",-0.11
2016,State,54,"West Virginia",FFS,149568,3440044,4.35,"",-1.48,10496,7.02,"",1.42
2016,State,54,"West Virginia",MC,295087,6315942,4.67,"",-0.45,10864,3.68,"",0.38
2016,State,55,Wisconsin,All,880031,11491754,7.66,"",-0.85,141725,16.1,"",0.9
2016,State,55,Wisconsin,FFS,875014,11408280,7.67,"",-0.86,140409,16.05,"",0.91
2016,State,55,Wisconsin,MC,5017,83474,6.01,"",-0.39,1316,26.23,"",0.1
2016,State,56,Wyoming,All,34408,536984,6.41,"",-0.91,3172,9.22,"",-0.48
2016,State,56,Wyoming,FFS,34408,536984,6.41,"",-0.91,3172,9.22,"",-0.48
2016,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2015,National,"",National,All,37964067,641988059,5.91,"",-0.56,2885869,7.6,"",0.12
2015,National,"",National,FFS,13003494,222827876,5.84,"",-0.55,1129559,8.69,"",0.33
2015,National,"",National,MC,24960573,419160183,5.95,"",-0.58,1756310,7.04,"",0.18
2015,State,01,Alabama,All,418709,7431591,5.63,"",-0.7,20023,4.78,"",0.34
2015,State,01,Alabama,FFS,418709,7431591,5.63,"",-0.7,20023,4.78,"",0.34
2015,State,01,Alabama,MC,0,0,"","","",0,"","",""
2015,State,02,Alaska,All,73451,964721,7.61,"",-0.28,9048,12.32,"",0.56
2015,State,02,Alaska,FFS,73451,964721,7.61,"",-0.28,9048,12.32,"",0.56
2015,State,02,Alaska,MC,0,0,"","","",0,"","",""
2015,State,04,Arizona,All,1234984,15862678,7.79,"",-1.34,128368,10.39,"",0.16
2015,State,04,Arizona,FFS,19581,127504,15.36,"",-0.64,1709,8.73,"",0.33
2015,State,04,Arizona,MC,1215403,15735174,7.72,"",-1.35,126659,10.42,"",0.16
2015,State,05,Arkansas,All,356271,5081298,7.01,"",-0.43,17058,4.79,"",0.69
2015,State,05,Arkansas,FFS,356271,5081298,7.01,"",-0.43,17058,4.79,"",0.69
2015,State,05,Arkansas,MC,0,0,"","","",0,"","",""
2015,State,06,California,All,4595531,82195162,5.59,"",-0.73,299032,6.51,"",0.14
2015,State,06,California,FFS,1312920,25082464,5.23,"",-0.5,102737,7.83,"",-0.7
2015,State,06,California,MC,3282611,57112698,5.75,"",-0.96,196295,5.98,"",0.83
2015,State,08,Colorado,All,831193,8138457,10.21,"",-0.89,72496,8.72,"",0.49
2015,State,08,Colorado,FFS,831193,8138457,10.21,"",-0.89,72496,8.72,"",0.49
2015,State,08,Colorado,MC,0,0,"","","",0,"","",""
2015,State,09,Connecticut,All,558678,9179056,6.09,"",-0.65,55066,9.86,"",0.35
2015,State,09,Connecticut,FFS,558678,9179056,6.09,"",-0.65,55066,9.86,"",0.35
2015,State,09,Connecticut,MC,0,0,"","","",0,"","",""
2015,State,10,Delaware,All,160202,2543370,6.3,"",-1.59,25260,15.77,"",-1.1
2015,State,10,Delaware,FFS,6747,132052,5.11,"",-3.4,743,11.01,"",-5.86
2015,State,10,Delaware,MC,153455,2411318,6.36,"",6.36,24517,15.98,"",""
2015,State,11,"District of Columbia",All,102182,2120399,4.82,"",-0.29,6039,5.91,"",0.65
2015,State,11,"District of Columbia",FFS,45664,860645,5.31,"",-0.28,4621,10.12,"",0.83
2015,State,11,"District of Columbia",MC,56518,1259754,4.49,"",-0.31,1418,2.51,"",0.21
2015,State,12,Florida,All,1449594,28800818,5.03,"",-0.47,134606,9.29,"",0.93
2015,State,12,Florida,FFS,107926,3414780,3.16,"",-1.53,8646,8.01,"",0.76
2015,State,12,Florida,MC,1341668,25386038,5.29,"",-0.69,125960,9.39,"",0.51
2015,State,13,Georgia,All,1010138,16122034,6.27,"",-0.39,51178,5.07,"",0.1
2015,State,13,Georgia,FFS,530809,7472188,7.1,"",-0.43,41265,7.77,"",0.31
2015,State,13,Georgia,MC,479329,8649846,5.54,"",-0.32,9913,2.07,"",0.05
2015,State,15,Hawaii,All,181416,2688123,6.75,"",-0.64,19977,11.01,"",0.13
2015,State,15,Hawaii,FFS,1859,9447,19.68,"","",0,0,"",""
2015,State,15,Hawaii,MC,179557,2678676,6.7,"","",19977,11.13,"",""
2015,State,16,Idaho,All,151504,2211751,6.85,"",-1.02,15453,10.2,"",0.94
2015,State,16,Idaho,FFS,151504,2211751,6.85,"",-1.02,15453,10.2,"",0.94
2015,State,16,Idaho,MC,0,0,"","","",0,"","",""
2015,State,17,Illinois,All,1370982,22538680,6.08,"",0.04,53086,3.87,"",0.18
2015,State,17,Illinois,FFS,564007,9443174,5.97,"",-0.27,20801,3.69,"",0.34
2015,State,17,Illinois,MC,806975,13095506,6.16,"",0.65,32285,4,"",-0.7
2015,State,18,Indiana,All,894115,12636259,7.08,"",-0.99,62687,7.01,"",-0.82
2015,State,18,Indiana,FFS,324434,6447607,5.03,"",-3.18,25722,7.93,"",0.1
2015,State,18,Indiana,MC,569681,6188652,9.21,"",9.06,36965,6.49,"",6.49
2015,State,19,Iowa,All,383909,6543441,5.87,"",-0.65,26370,6.87,"",0.54
2015,State,19,Iowa,FFS,383897,6480005,5.92,"","",26370,6.87,"",""
2015,State,19,Iowa,MC,12,63436,0.02,"","",0,0,"",""
2015,State,20,Kansas,All,206223,3251174,6.34,"",-1.01,21414,10.38,"",0.3
2015,State,20,Kansas,FFS,380,13253,2.87,"",0.5,37,9.74,"",1.86
2015,State,20,Kansas,MC,205843,3237921,6.36,"",-1,21377,10.39,"",0.31
2015,State,21,Kentucky,All,442586,10884664,4.07,"",-0.95,14161,3.2,"",-1.67
2015,State,21,Kentucky,FFS,21108,805167,2.62,"",0.08,2413,11.43,"",-2.72
2015,State,21,Kentucky,MC,421478,10079497,4.18,"",-1.1,11748,2.79,"",-1.6
2015,State,22,Louisiana,All,674313,12474565,5.41,"",-1.01,23817,3.53,"",0.29
2015,State,22,Louisiana,FFS,105747,3022468,3.5,"",-1.76,5344,5.05,"",1.52
2015,State,22,Louisiana,MC,568566,9452097,6.02,"",-1.56,18473,3.25,"",0.21
2015,State,23,Maine,All,144435,2486994,5.81,"",-0.56,21106,14.61,"",2.12
2015,State,23,Maine,FFS,144435,2486994,5.81,"",-0.56,21106,14.61,"",2.12
2015,State,23,Maine,MC,0,0,"","","",0,"","",""
2015,State,24,Maryland,All,872390,13211317,6.6,"",-0.64,101634,11.65,"",1.74
2015,State,24,Maryland,FFS,78570,4382592,1.79,"",0.13,10666,13.58,"",-0.22
2015,State,24,Maryland,MC,793820,8828725,8.99,"",-0.72,90968,11.46,"",1.85
2015,State,25,Massachusetts,All,725485,14761853,4.91,"",-0.64,63358,8.73,"",0.05
2015,State,25,Massachusetts,FFS,258792,6213052,4.17,"",-0.56,26471,10.23,"",0.58
2015,State,25,Massachusetts,MC,466693,8548801,5.46,"",-0.82,36887,7.9,"",-0.12
2015,State,26,Michigan,All,2061794,25672797,8.03,"",-0.94,128971,6.26,"",0.48
2015,State,26,Michigan,FFS,217586,8694747,2.5,"",-0.83,16150,7.42,"",0.42
2015,State,26,Michigan,MC,1844208,16978050,10.86,"",-1.2,112821,6.12,"",0.52
2015,State,27,Minnesota,All,669825,11664948,5.74,"",-0.73,54530,8.14,"",0.48
2015,State,27,Minnesota,FFS,128011,2624619,4.88,"",-0.72,11340,8.86,"",0.21
2015,State,27,Minnesota,MC,541814,9040329,5.99,"",-0.75,43190,7.97,"",0.57
2015,State,28,Mississippi,All,398288,5777031,6.89,"",-0.39,16068,4.03,"",0.53
2015,State,28,Mississippi,FFS,69790,1714814,4.07,"",0.12,3783,5.42,"",1.68
2015,State,28,Mississippi,MC,328498,4062217,8.09,"",-2.21,12285,3.74,"",0.33
